wavelength,mean_albedo
380.0,0.1734109677775466
381.0,0.18361997200601068
382.0,0.1842145666653888
383.0,0.1898169445752764
384.0,0.19844989534986449
385.0,0.21763480665809568
386.0,0.20292353978931396
387.0,0.20091009405570595
388.0,0.21157850586403074
389.0,0.22290074386417916
390.0,0.22239918997589844
391.0,0.2102271999573241
392.0,0.2026438800100537
393.0,0.2322866951435405
394.0,0.2557400592723214
395.0,0.25976891579263367
396.0,0.24642534759468013
397.0,0.2362089237916916
398.0,0.2396886764644577
399.0,0.23467599739621006
400.0,0.2094931394494606
401.0,0.19307173056553983
402.0,0.16998921827876876
403.0,0.1690190764609744
404.0,0.17044938772598062
405.0,0.1656850289074031
406.0,0.1464044068722117
407.0,0.1403608201575117
408.0,0.1566768538733365
409.0,0.1658860380652506
410.0,0.15889824934629904
411.0,0.15246578008902487
412.0,0.15434222919725168
413.0,0.1596802188040884
414.0,0.17656692021186263
415.0,0.17830880887090372
416.0,0.1546575997338005
417.0,0.1387376094940795
418.0,0.13675250693113053
419.0,0.12599051373061093
420.0,0.12702330665398534
421.0,0.12064731489282104
422.0,0.10755585647743708
423.0,0.10107169727087571
424.0,0.09106601232976937
425.0,0.07339547880542159
426.0,0.06561707200156752
427.0,0.06018990994264586
428.0,0.05155359049504901
429.0,0.05419996292564416
430.0,0.05255826105146705
431.0,0.05209470596305237
432.0,0.05468375866241764
433.0,0.05646300307547344
434.0,0.04762383581292829
435.0,0.044760409381630166
436.0,0.037593552860847014
437.0,0.032558473632358996
438.0,0.027506551829648753
439.0,0.014624807629809966
440.0,0.007868109034272716
441.0,0.004301495864691633
442.0,0.006511538797579634
443.0,0.0062018900705248
444.0,0.006413886500637584
445.0,0.005367708825402016
446.0,0.005247962742469434
447.0,0.009206585631540849
448.0,0.009108825098118152
449.0,0.008300945140528718
450.0,0.0077804835116734835
451.0,0.010653295383297316
452.0,0.012032232355616117
453.0,0.012038316484157784
454.0,0.011425772688892234
455.0,0.01132877650239158
456.0,0.011471005095149547
457.0,0.011681336484576933
458.0,0.013126187108839601
459.0,0.013258996259939532
460.0,0.014159097529949581
461.0,0.018024060304025032
462.0,0.0193492019179531
463.0,0.0186907578061257
464.0,0.019935492664456066
465.0,0.020223191605519282
466.0,0.02226524722779617
467.0,0.01999513991878205
468.0,0.017813598202531814
469.0,0.0138482739002648
470.0,0.015196512237863566
471.0,0.017199305053641117
472.0,0.01755859818844705
473.0,0.017809620516202718
474.0,0.015828178560238364
475.0,0.013238879986129964
476.0,0.014597335396641481
477.0,0.0167963675747314
478.0,0.017678772467275266
479.0,0.016821702455370364
480.0,0.016885476260403282
481.0,0.015945791468304167
482.0,0.01718344213227638
483.0,0.0189068516114456
484.0,0.019024290877523217
485.0,0.0188751444734629
486.0,0.01776922486348057
487.0,0.019572661374995765
488.0,0.01811641889488935
489.0,0.016648752765788834
490.0,0.015199442112223599
491.0,0.014716476900373783
492.0,0.013673558197860501
493.0,0.014000115103261233
494.0,0.011245366559083002
495.0,0.008376198659648034
496.0,0.011502471915681331
497.0,0.01381302676956555
498.0,0.013681848984716567
499.0,0.013996850064137483
500.0,0.013479996927608416
501.0,0.013240555322081217
502.0,0.014176011735949718
503.0,0.01348511933622225
504.0,0.011329427041894949
505.0,0.011628780828339734
506.0,0.01218500740910645
507.0,0.009861279391036717
508.0,0.009762685016908983
509.0,0.010700939471388464
510.0,0.0116131507330495
511.0,0.013410836124363149
512.0,0.011660048869748932
513.0,0.0093057000419328
514.0,0.00857435331408765
515.0,0.008878977437904332
516.0,0.010214334077533799
517.0,0.008406758138022084
518.0,0.006970321907357549
519.0,0.0058486352459779
520.0,0.006278520711779218
521.0,0.007051309688858284
522.0,0.007003418191319651
523.0,0.007760654377853133
524.0,0.007761710127502233
525.0,0.00725981925068115
526.0,0.009387155350175915
527.0,0.011293188462410118
528.0,0.010204574122431
529.0,0.011855178774142515
530.0,0.011581446929592698
531.0,0.01074818266551205
532.0,0.011188730290391233
533.0,0.010576447538478709
534.0,0.010106471426979935
535.0,0.010085929025815335
536.0,0.010571420587310002
537.0,0.01015891156744585
538.0,0.009983586929196417
539.0,0.009625643185052499
540.0,0.010269722416124782
541.0,0.01162137160269365
542.0,0.011695328106563917
543.0,0.012243520024975333
544.0,0.011565910971565682
545.0,0.011623750414537283
546.0,0.012199080504632585
547.0,0.012884652354191716
548.0,0.012676264207005015
549.0,0.011656767332743267
550.0,0.010968134181435017
551.0,0.01029654886854335
552.0,0.009653115335434566
553.0,0.009384221011168184
554.0,0.008896229074062918
555.0,0.007617292771522183
556.0,0.006323633824029551
557.0,0.006168181112324551
558.0,0.00643381868911215
559.0,0.006866241135862643
560.0,0.007388346268375607
561.0,0.006882418092732267
562.0,0.006439913837234134
563.0,0.006764131727982083
564.0,0.006754608034891084
565.0,0.006651671259874249
566.0,0.007241694948559616
567.0,0.007692397550151716
568.0,0.007850519317041582
569.0,0.007754492311431683
570.0,0.00851904613949475
571.0,0.0093090490732082
572.0,0.009771301938632232
573.0,0.009309798420048683
574.0,0.007754829655263349
575.0,0.007732300300795283
576.0,0.007569756128175766
577.0,0.008919294837114851
578.0,0.008536610565546334
579.0,0.00837340884337375
580.0,0.0074367141587042
581.0,0.0076184052401135
582.0,0.007336992387763801
583.0,0.008357392726362633
584.0,0.007728086867330849
585.0,0.007721333336671084
586.0,0.0075463465087006335
587.0,0.007852258807608217
588.0,0.007556848539511149
589.0,0.007485211435803901
590.0,0.0069248063703448845
591.0,0.0069502221149929
592.0,0.007204387935499383
593.0,0.007637229992709466
594.0,0.007672933698299633
595.0,0.008380058908446333
596.0,0.009850104467144417
597.0,0.0097897511229186
598.0,0.00982372769182935
599.0,0.009482131698584568
600.0,0.009830060559272482
601.0,0.0098355308143993
602.0,0.009988529975897385
603.0,0.009675529485445268
604.0,0.009690185639322568
605.0,0.010393673001895967
606.0,0.010416964719028685
607.0,0.009173297640479283
608.0,0.009355212551277617
609.0,0.009428174533559434
610.0,0.009235589828690952
611.0,0.008407491259450115
612.0,0.007871153627273766
613.0,0.007531893964764
614.0,0.007554343502206765
615.0,0.007628812700016166
616.0,0.0074490801712861
617.0,0.007436600317617867
618.0,0.007082692426833951
619.0,0.0075435520081534495
620.0,0.007029690625736167
621.0,0.006506126948889267
622.0,0.006639377750730784
623.0,0.006700807170309884
624.0,0.0068858425296488175
625.0,0.008061732208774984
626.0,0.0083454881046843
627.0,0.008971643305362716
628.0,0.009227794729117767
629.0,0.009848429598280166
630.0,0.010115308355167283
631.0,0.009590189000457015
632.0,0.008583358592569467
633.0,0.008160765225133017
634.0,0.0079959745707289
635.0,0.0086758553487252
636.0,0.0087987755072202
637.0,0.008380704557573183
638.0,0.008211067837854016
639.0,0.009095979468995383
640.0,0.0103012479443043
641.0,0.012051809404774386
642.0,0.011400175555237634
643.0,0.00979080455095315
644.0,0.010630921706482799
645.0,0.011967105053591082
646.0,0.012027133767234702
647.0,0.011547611683295649
648.0,0.011778612612948998
649.0,0.01342866794509952
650.0,0.014200507723105117
651.0,0.013194464137222568
652.0,0.01280800472746825
653.0,0.013012283590522934
654.0,0.012706782912989718
655.0,0.010120440753858517
656.0,0.010545281398075182
657.0,0.012411900031781218
658.0,0.01459177065365215
659.0,0.013914819131509151
660.0,0.01096719234393955
661.0,0.007890108616138083
662.0,0.007402855018715216
663.0,0.003669732757094183
664.0,0.0010160401522729498
665.0,9.53834655067e-05
666.0,0.0004748263990541667
667.0,0.0005230698924897333
668.0,0.0017197985923340668
669.0,0.004272185112800334
670.0,0.004830252361660211
671.0,0.00417607560456345
672.0,0.0052297311191359
673.0,0.007127675583868666
674.0,0.008271955870525883
675.0,0.0083160865251624
676.0,0.010085307992615268
677.0,0.010585831763601767
678.0,0.01191843719966595
679.0,0.012413237319376984
680.0,0.011854992548138266
681.0,0.014620600185242916
682.0,0.018678883472838147
683.0,0.014819691672210885
684.0,0.01855500638590898
685.0,0.020223553569507367
686.0,0.021830974432718534
687.0,0.01992622554255302
688.0,0.017246668417331416
689.0,0.01809775250047242
690.0,0.018121921122071453
691.0,0.013452035964335732
692.0,0.0125914468536465
693.0,0.009276468713494801
694.0,0.0092383609933896
695.0,0.005020493339622567
