wavelength,mean_albedo
380.0,0.04401763149960151
381.0,0.22894778293503304
382.0,0.225197821166069
383.0,0.203743096712706
384.0,0.18883312281801853
385.0,0.17867174829189394
386.0,0.15116515600825356
387.0,0.18537679116109296
388.0,0.20306721502688715
389.0,0.19563072532655468
390.0,0.18988063454498694
391.0,0.21892304183236141
392.0,0.22432605887857107
393.0,0.2735322978814196
394.0,0.29813518914011133
395.0,0.2988965519048296
396.0,0.2781014279124936
397.0,0.2664950658421988
398.0,0.2481888025119475
399.0,0.22962975261242094
400.0,0.17815182977965005
401.0,0.09339558833633377
402.0,0.01967340708030295
403.0,0.01844847406801335
404.0,0.02246904558585065
405.0,0.12518586763549625
406.0,0.1435654731025553
407.0,0.12992720819860004
408.0,0.14512364224378002
409.0,0.14877654114890015
410.0,0.1860237393484753
411.0,0.15644764240968403
412.0,0.1534506810187756
413.0,0.14060033440499897
414.0,0.13197276738397398
415.0,0.13779128821970826
416.0,0.12664348828089986
417.0,0.11121329858014362
418.0,0.10397731132409684
419.0,0.1137920160980528
420.0,0.09808177897422594
421.0,0.08757356198453276
422.0,0.07598244036299813
423.0,0.07234156695694731
424.0,0.07199639306687285
425.0,0.054981580412345625
426.0,0.0454852558142404
427.0,0.027470761095159547
428.0,0.02629212427128297
429.0,0.030009869773512183
430.0,0.029692151996122632
431.0,0.021445425155426166
432.0,0.020574557403179684
433.0,0.028229829906673252
434.0,0.023289101514770667
435.0,0.022270580282323846
436.0,0.023840595398186434
437.0,0.02173292074987765
438.0,0.022154825511653663
439.0,0.0161075122539198
440.0,0.014871685712681769
441.0,0.012227518883782885
442.0,0.012089245856314516
443.0,0.013317940971133667
444.0,0.01123719422903825
445.0,0.011035307898234217
446.0,0.011674206033211967
447.0,0.013588956491430902
448.0,0.013143096483409368
449.0,0.013785212478915466
450.0,0.013655561368628083
451.0,0.015549374964746785
452.0,0.018011232432164417
453.0,0.018921039142089386
454.0,0.019205124728529335
455.0,0.020368166427511134
456.0,0.021327014989862916
457.0,0.021504574882225114
