wavelength,mean_albedo
380.0,0.00527858308011275
381.0,0.00995866660903405
382.0,0.009596807344821117
383.0,0.013413479395880216
384.0,0.013595136435632317
385.0,0.022959473453405183
386.0,0.015187010906364184
387.0,0.017600454601103366
388.0,0.06886512257956787
389.0,0.08361851675714906
390.0,0.08783956126492191
391.0,0.10378693823318023
392.0,0.13369242352468666
393.0,0.21275526062576885
394.0,0.23891283079270495
395.0,0.256176005216114
396.0,0.2514757268533366
397.0,0.24166580779395472
398.0,0.2140923812084441
399.0,0.2137487201484849
400.0,0.15321426860937995
401.0,0.08864562300167338
402.0,0.002840559997850867
403.0,0.0020666234472329335
404.0,0.009086324593883149
405.0,0.0177811816403712
406.0,0.04300216250805191
407.0,0.041523037825307314
408.0,0.04000642465545133
409.0,0.06641054629695133
410.0,0.10114690805403707
411.0,0.10855270026911908
412.0,0.10894108631254791
413.0,0.10084172600643405
414.0,0.0849803972443433
415.0,0.09517427856406101
416.0,0.10665526113329458
417.0,0.09091180229061661
418.0,0.08732236610892975
419.0,0.08901271037256227
420.0,0.07618723507182357
421.0,0.07227774072528147
422.0,0.06411987870476678
423.0,0.05934894072323207
424.0,0.05393857200032709
425.0,0.042210022645883805
426.0,0.037799544591124896
427.0,0.020022217165578365
428.0,0.02282185085921273
429.0,0.02578606766479732
430.0,0.018989524486439868
431.0,0.012549042696044767
432.0,0.010795436875316816
433.0,0.013843140069933682
434.0,0.010015088403750051
435.0,0.010026283709030132
436.0,0.007156667371621167
437.0,0.0028127280845462997
438.0,0.00525086674845145
439.0,0.0017457252635123168
440.0,0.0013325347580702331
441.0,0.0009993635765929668
442.0,0.00096395749457385
443.0,0.00096459054577345
444.0,0.0009441350951149612
445.0,0.0009356127446518667
446.0,0.0009238526600756167
447.0,0.0010822925979044166
448.0,0.001004525540614416
449.0,0.0009729833601679833
450.0,0.0009751054932757333
451.0,0.0010376815598647834
452.0,0.0029172317803815
453.0,0.0035134767309698833
454.0,0.0036222530333658836
455.0,0.005605469275045151
456.0,0.007067451024536667
457.0,0.007993184116407483
458.0,0.009609748763822966
459.0,0.010132207490767734
460.0,0.009378607543291617
461.0,0.011304267288262386
462.0,0.010628783277168832
463.0,0.0101263883165958
464.0,0.011217481742213866
465.0,0.011713981637772384
466.0,0.014202781787631466
467.0,0.012188367616316467
468.0,0.010951148744159901
469.0,0.009599592054273383
470.0,0.011738811272766466
471.0,0.013760743303293133
472.0,0.013815831418355332
473.0,0.013997738215183667
474.0,0.012122845189974451
475.0,0.011894460388904618
476.0,0.013794780483621248
477.0,0.015976093233847136
478.0,0.01599868104028915
479.0,0.012847914802591452
480.0,0.013317211257306767
481.0,0.013196616288102566
482.0,0.013664245805025997
483.0,0.015062871920753148
484.0,0.01576413862359843
485.0,0.017553465257633866
486.0,0.019420527660419816
487.0,0.022193458024069846
488.0,0.02096479867594345
489.0,0.020265697334774332
490.0,0.019456998226065402
491.0,0.019233475675942486
492.0,0.019008247665115517
493.0,0.018867060459495582
494.0,0.016383148450036734
495.0,0.014623342811711569
496.0,0.018678392197314316
497.0,0.022248386510570515
498.0,0.02347853112747793
499.0,0.024815884211827982
500.0,0.025443739554176645
501.0,0.0257880304784274
502.0,0.027219003451729302
503.0,0.027660272170289518
504.0,0.026996309224551564
505.0,0.028416141642639284
506.0,0.029925504621450386
