Tcp [K],6081
Illuminance [lx],48.8
Peak Wavelength [nm],545
Tristimulus Value X,43.1017
Tristimulus Value Y,48.8336
Tristimulus Value Z,43.5139
CIE1931 x,0.3182
CIE1931 y,0.3605
CIE1931 z,0.3213
CIE1976 u',0.1903
CIE1976 v',0.4850
Dominant Wavelength [nm],518
