wavelength,CEILING,DAY LIGHT,FLUO_2700k,LED_2700k,LED_4000k,LED_6500k,mean_albedo
380.0,0.0,0.0020933841757704,0.0,1.0,0.0222697678698783,0.0,0.1707271920076081
381.0,0.0,0.0022982931861103,0.0044169963286564,1.0,0.0500475928059716,0.0126132978386258,0.178229363359894
382.0,0.0,0.0023474605099494,0.003400419237835,1.0,0.0383384451260168,0.0090989510931378,0.17553087932782316
383.0,0.0,0.0024308535962874,0.0044400824049192,1.0,0.0308600029832441,0.0200763640842468,0.17630121717811628
384.0,0.0,0.0025392118321085,0.0071639231468707,1.0,0.0452071239454685,0.0356514084507042,0.18176027789585866
385.0,0.0,0.002752267140608,0.0111630591630591,0.953958774802543,0.0590920949647795,0.0611236236236236,0.18134830328243554
386.0,0.0,0.0030456082171294,0.004501077722835,1.0,0.0300684579555437,0.0,0.172935857315918
387.0,0.0,0.003471429778586,0.007795438180985,1.0,0.0454585076708507,0.0001638001638001,0.17614819596570364
388.0,0.0,0.0040485444932064,0.0198371827250024,0.988340655626901,0.0598776912650127,0.1189742460928901,0.19851305336716876
389.0,0.0042230082871311,0.0042433916442694,0.0206378420782669,0.9762263519169596,0.0728672802206315,0.1531903900800826,0.20523137737122354
390.0,0.0011852920714267,0.0043241551974764,0.0192629410277513,0.9940007499062616,0.0642180713090725,0.132309719266241,0.20255015479637162
391.0,0.0001398956029063,0.004438294517151,0.0212613623996929,1.0,0.0678732358758532,0.1422546952385622,0.20599458060569423
392.0,0.0006602287032227,0.0045164568388968,0.0246718719055135,1.0,0.0632698117592377,0.1239845078405441,0.20285047950790247
393.0,0.02927467565233,0.0048168009000178,0.0530008356529214,1.0,0.1232307833834912,0.2599876837810792,0.24505179656163992
394.0,0.0545669829728332,0.0052171081949682,0.0799244149545135,0.9205691642651296,0.1633238167515931,0.3701903740447781,0.2656319768639693
395.0,0.0587753006260973,0.0056043109109086,0.0830530100916367,0.8556506849315069,0.1696982862107995,0.3670484072755269,0.25663833334107927
396.0,0.0453262858304533,0.0059502083127969,0.0699414679855616,0.984789677960768,0.1599047205618815,0.2925876524390244,0.2597500021817476
397.0,0.0411029029565107,0.0066160912048235,0.0610981361316158,1.0,0.1395043700929041,0.259659723326443,0.2513302039520495
398.0,0.0447497006522434,0.0074274332815549,0.0626701001989333,1.0,0.1426251291894286,0.2628966112669976,0.25339482909819294
399.0,0.0472929667734862,0.0081536205638166,0.0464027752608279,0.9201533406352684,0.126760821045699,0.2312658380596114,0.23000489372311825
400.0,0.026401663318885,0.0087927745100827,0.0169358946811875,0.7891407485503428,0.0913985675409452,0.1552950394792357,0.18132744801344647
401.0,0.0125351645435244,0.0091751239679209,0.0126757871939869,0.7408159123198701,0.0565889864693543,0.0540031115366203,0.14763234767187947
402.0,0.0089126594404665,0.0093366860729366,0.0110263392888494,0.0,0.0255494929375955,0.0,0.009137529623307999
403.0,0.0092552556978145,0.009607980971532,0.0110409939686618,1.0,0.0186584558011727,0.0,0.17476044773986352
404.0,0.0098917594936764,0.0099705362147501,0.0113524039601462,0.3491008600469116,0.0213220963918883,0.0,0.06693960935122877
405.0,0.0103507503552549,0.0103284644077839,0.0116735004139719,0.5699294684328229,0.0262895295462379,0.0484458303993562,0.11283625725923795
406.0,0.0107223802618405,0.0105870434082447,0.0118200210157203,0.6816696914700545,0.0259927258764678,0.0646972424902871,0.13424818408710248
407.0,0.0108505082375355,0.0108379760926866,0.0119988538920551,0.7544492843808339,0.0231670368189139,0.063040130731278,0.1457239650255505
408.0,0.0099794249329922,0.0112180099160695,0.0115887293657614,0.7472664359861592,0.019917561002987,0.0625859886632546,0.14375935831120398
409.0,0.0112151964851114,0.011675499076443,0.0113095654571582,0.7804229099565887,0.017277375605076,0.0627423419930205,0.14910714809556633
410.0,0.0208322176404434,0.0122269738013613,0.0174649617292838,0.8015251856311458,0.0189668377662231,0.0839764146063928,0.15916543186247503
411.0,0.0211897463677581,0.012666348852637,0.0205748419839707,0.6653813914501258,0.0173446730068289,0.0787061464304558,0.13597719134862937
412.0,0.0215648939467741,0.0130000551158703,0.0284058341687542,0.6643534190927556,0.0159605673548195,0.076259497369959,0.1365907111748221
413.0,0.0202308255719715,0.0131714161628773,0.0340281949897307,0.6078374455732947,0.0112661846309063,0.0660870755750273,0.12543685708396798
414.0,0.0168934580737128,0.0133079569515571,0.0300416652628505,0.4899191114330556,0.0087752609485492,0.0516395324945308,0.10176283086070932
415.0,0.016761728722744,0.0134999142250343,0.0292186106488863,0.4514829322887522,0.0088745777660644,0.0522787636371332,0.0953527545481024
416.0,0.0169622757839496,0.0136517403127576,0.0377572256193101,0.5053253453153602,0.0098631702947798,0.0564424042593195,0.10666702693091279
417.0,0.0162418249819084,0.0138283427670153,0.0422587504641036,0.4248789518655654,0.0099840172480531,0.057352397188671,0.09409071408588614
418.0,0.0173638919112086,0.0139649930811838,0.0526702858823844,0.45773573390296,0.01023831527066,0.0553165378321954,0.10121495964676536
419.0,0.0193037713014259,0.014078155344483,0.0609995841367056,0.5145176749168405,0.0105803504191977,0.056591753781899,0.11267854831675861
420.0,0.0196459137010448,0.0141925566005983,0.0592763234674771,0.5136636552382021,0.0098220316838274,0.052512537296226,0.11151883633122929
421.0,0.0196642975550499,0.0143234791543663,0.0582210598035121,0.5230359665326524,0.0094724304822185,0.050748843028411,0.11257767942603503
422.0,0.0193536862082814,0.0145349510564333,0.056488822928156,0.4787188306104901,0.0080411996319783,0.0506379927699877,0.10462924720088779
423.0,0.0193213528162631,0.0148338364817701,0.0587373476044022,0.4904347826086956,0.0081694615905391,0.0498626631764574,0.10689324071302125
424.0,0.019378684456346,0.0150177570586492,0.0581873703618345,0.505096104621399,0.0077701686784505,0.0487768300368349,0.10903781920225235
425.0,0.017438520275639,0.0148590926071411,0.0444369721079208,0.4392250657737382,0.006513777310296,0.0464293150114511,0.09481712384769769
426.0,0.0167143089962516,0.0145711513327752,0.0309017000077323,0.4329004329004329,0.0055832910964689,0.0456868686061168,0.09105962548996295
427.0,0.0148600679301176,0.0141874283726488,0.0192138310047836,0.3707990856475852,0.0045356694361469,0.0422918584159192,0.07764799013453355
428.0,0.0139287089351109,0.0140763497132753,0.0190522144726645,0.3597934375285623,0.0042444219120665,0.0417884974697497,0.07548060500523819
429.0,0.0142885778492366,0.0141417970024169,0.0213322746172826,0.3764853285910597,0.0042197198539901,0.0412677813064859,0.07862257987007863
430.0,0.0144093557309204,0.014136908789016,0.0164241196393498,0.3891161232519184,0.0039862461191807,0.0404285174267353,0.07975021182618676
431.0,0.0179668769114484,0.0142232875036124,0.0220371217055607,0.3350223767429818,0.0034886012173362,0.0405709696599973,0.07221820562348946
432.0,0.0177317389651752,0.014487657975548,0.0282982911246347,0.3201638661297042,0.0036411975205381,0.040431600365089,0.07079239201344821
433.0,0.0154769507306896,0.0148808863905099,0.0247004600713255,0.346678547286917,0.004101184572573,0.0406151511211035,0.07440886336218643
434.0,0.0147807365989804,0.0152128679696216,0.0191790618858361,0.2990026339933114,0.0039073515705913,0.0401511179996808,0.0653722950030036
435.0,0.0147968691379586,0.0154812295043864,0.0179092202238794,0.277165706615961,0.0038083818438509,0.0404483829025314,0.06160163170476129
436.0,0.0147221106009395,0.0154896975129114,0.0178070766999353,0.2521668691778048,0.0036004491775992,0.0401203893623169,0.05731776542191785
437.0,0.0146159934931818,0.0154365570375166,0.01782490372013,0.2335723731054826,0.003539812037612,0.0399640933880269,0.054158955463658315
438.0,0.0143825708799463,0.0154820701945109,0.0178641090613874,0.2314122921726134,0.0035934131503119,0.0399417180960931,0.053779362259143836
439.0,0.0126392112647302,0.0153926620838693,0.0160288036703488,0.1973336424762346,0.0033158927213939,0.0391691111570978,0.0473132205622791
440.0,0.0100168222580589,0.0153296386393526,0.0083183704347515,0.2001394548188176,0.0031433080772736,0.0389925788222032,0.04599002884174289
441.0,0.0101096585872929,0.015316051386336,0.0022255991693413,0.1988528505235655,0.0029980434796629,0.0388147349409938,0.04471948968119873
442.0,0.0104016809267812,0.0153287360234013,0.0,0.2079706998433045,0.0030693120806838,0.0388653736776883,0.04593930042530985
443.0,0.0102012561952646,0.0153674940103304,0.0,0.2089578311148377,0.0031063517532425,0.0388084334529165,0.04607356108776528
444.0,0.010343062131513,0.0154574199634774,0.0,0.2053597342706956,0.0031725739992692,0.038744808644894,0.0455129331683082
445.0,0.0100612325825318,0.0155497324529975,0.0,0.1949563530552861,0.0031252016866038,0.038650043912729,0.0437237606150247
446.0,0.0099045531079597,0.0155713115689515,0.0,0.1914817662565905,0.0031147946184017,0.038514499834277,0.04309782089769673
447.0,0.0107531183471688,0.0156961951883422,0.0,0.2071419683961677,0.0032082056011081,0.0386556152585502,0.045909183798556165
448.0,0.0110028088638299,0.0157760430394435,0.0,0.1937489187474771,0.0032113215055505,0.038647509670324,0.0437311003044375
449.0,0.0107478863191859,0.0157324683717914,0.0,0.1955750499903244,0.003210304491522,0.0385916637582048,0.04397622882183808
450.0,0.010404893348282,0.0157647575835125,0.0,0.1966919229435943,0.0032006113794818,0.0384339073563134,0.044082682101864
451.0,0.011271104985401,0.0158842095284866,0.0014642024846733,0.203045179522481,0.0032639169848092,0.0384810873182581,0.04556828347068487
452.0,0.0116043606662656,0.0160242904553091,0.002337055310309,0.2099335210516669,0.0033044097468086,0.0384480767808198,0.0469419523351965
453.0,0.0118493263889789,0.0161470364047403,0.0066277715616651,0.2109717406312784,0.0033356981844448,0.0384462821064038,0.04789630921291855
454.0,0.0121081885940051,0.0161162117357497,3.465623898942384e-05,0.2037997813181087,0.0033255793960154,0.0384010570200243,0.04563091238381544
455.0,0.0119265274045159,0.0160529934676106,0.0001507106587215,0.1988404537233072,0.0033554355382065,0.0382281084003444,0.04475903819878435
456.0,0.0119108379977945,0.0160497744930858,0.0,0.2028969928247023,0.0033610265071712,0.0379754974653494,0.04536568821468387
457.0,0.0121612614413544,0.016210692893847,0.0,0.2015807439025186,0.0034155639872931,0.0378981564501311,0.0452110697791907
458.0,0.012922245270688,0.0163679970702135,0.0,0.2002696158293881,0.0034770611964496,0.038041034125023,0.045179658915293706
459.0,0.0124127843094165,0.016528364846553,0.0014786599791804,0.1981833091528417,0.0034938092543697,0.0380534129220064,0.045025056744061286
460.0,0.0123627514301531,0.016608281087704,0.006925417681967,0.194890234670704,0.0035295264711266,0.0382120892438452,0.045421383430916645
461.0,0.0127882741005755,0.0166075680906498,0.0195333063653642,0.203019188252659,0.0035998918279381,0.0381928342613729,0.04895684381642657
462.0,0.0128311583520103,0.0166297225828351,0.0227194254540432,0.2072980672193763,0.0036555432095762,0.0382039906011527,0.05022298456983229
463.0,0.0123815959909807,0.0166545467344947,0.0231513407089817,0.2038318150873667,0.0036035618862506,0.0380932388072894,0.0496193498692273
464.0,0.0121469561206222,0.0167175123349767,0.0243798887837744,0.1995320524259909,0.0036134490397903,0.0381039694394945,0.049082304690774826
465.0,0.0120302597397101,0.016802364658507,0.0275409517757537,0.2027378489659897,0.0035986308082051,0.0380383276220273,0.05012473059503215
466.0,0.0128494570682111,0.0168304459351326,0.0332885825437606,0.2102102303609413,0.0037093433625827,0.0381989182864143,0.052514496259507104
