couleur : bleu marine
angle source :0
angle capteur :30
source : 4000K
FLMT02171_1:101		
194,658	-1031,92	
194,923	-1031,92	
195,188	-1031,92	
195,453	-974,05	
195,717	1,02	
195,982	346,51	
196,247	118,52	
196,512	-123,49	
196,777	-30,54	
197,042	-128,75	
197,307	18,56	
197,572	72,93	
197,837	-51,59	
198,101	-183,12	
198,366	6,28	
198,631	48,37	
198,896	-93,68	
199,161	300,91	
199,425	-183,12	
199,69	290,39	
199,955	-35,81	
200,22	-11,25	
200,484	-428,64	
200,749	-53,34	
201,014	-5,99	
201,278	-179,61	
201,543	351,77	
201,807	-158,57	
202,072	183,41	
202,337	60,65	
202,601	120,28	
202,866	-304,13	
203,13	-223,45	
203,395	-90,17	
203,659	258,82	
203,924	-184,87	
204,189	-25,28	
204,453	4,53	
204,717	-163,83	
204,982	34,34	
205,246	-7,75	
205,511	120,28	
205,775	-0,73	
206,04	93,97	
206,304	-186,63	
206,568	-116,48	
206,833	-205,92	
207,097	-4,24	
207,361	-51,59	
207,626	-156,81	
207,89	-16,51	
208,154	2,78	
208,419	95,72	
208,683	-88,42	
208,947	122,03	
209,211	55,39	
209,476	109,75	
209,74	136,06	
210,004	509,6	
210,268	158,86	
210,532	434,19	
210,796	-4,24	
211,061	-107,71	
211,325	30,84	
211,589	279,87	
211,853	220,24	
212,117	-2,48	
212,381	227,25	
212,645	57,14	
212,909	20,31	
213,173	85,2	
213,437	-49,84	
213,701	211,47	
213,965	-55,1	
214,229	174,64	
214,493	141,32	
214,757	-21,78	
215,021	-156,81	
215,285	43,11	
215,549	-204,16	
215,813	-51,59	
216,077	-14,76	
216,34	30,84	
216,604	64,16	
216,868	-98,94	
217,132	-172,6	
217,396	255,31	
217,659	134,31	
217,923	302,66	
218,187	-186,63	
218,451	88,71	
218,714	186,92	
218,978	-9,5	
219,242	225,5	
219,505	246,54	
219,769	-49,84	
220,033	209,72	
220,296	209,72	
220,56	141,32	
220,824	11,55	
221,087	188,67	
221,351	-98,94	
221,614	-7,75	
221,878	-167,33	
222,142	37,85	
222,405	171,13	
222,669	-232,22	
222,932	69,42	
223,196	186,92	
223,459	92,22	
223,722	-16,51	
223,986	-77,89	
224,249	171,13	
224,513	115,02	
224,776	-139,28	
225,04	-88,42	
225,303	-123,49	
225,566	123,78	
225,83	211,47	
226,093	-13,01	
226,356	-160,32	
226,62	411,39	
226,883	-246,25	
227,146	-104,2	
227,409	-226,96	
227,673	267,59	
227,936	-130,51	
228,199	44,87	
228,462	162,37	
228,725	93,97	
228,989	85,2	
229,252	29,08	
229,515	-37,56	
229,778	123,78	
230,041	200,95	
230,304	-188,38	
