CRI Ra,90.0
CRI R1,96.7
CRI R2,92.1
CRI R3,90.6
CRI R4,95.7
CRI R5,95.3
CRI R6,84.0
CRI R7,84.6
CRI R8,81.0
CRI R9,68.1
CRI R10,86.0
CRI R11,94.0
CRI R12,74.7
CRI R13,93.9
CRI R14,96.6
CRI R15,97.9
