Date Saved,05/11/2024 14:17:29
Title,semspe plafondtp_025_02ﾟ_3912K

Measuring Mode,Ambient
Viewing Angle [ﾟ],2
Tcp [K],3912
⊿uv,0.0051
Illuminance [lx],483

Peak Wavelength [nm],545
Tristimulus Value X,477.6958
Tristimulus Value Y,483.1077
Tristimulus Value Z,269.4729
CIE1931 x,0.3883
CIE1931 y,0.3927
CIE1931 z,0.2190
CIE1976 u',0.2239
CIE1976 v',0.5096
Dominant Wavelength [nm],577
Purity [%],34.39
CRI Ra,81.6
CRI R1,95.7
CRI R2,89.7
CRI R3,53.7
CRI R4,87.7
CRI R5,84.9
CRI R6,75.3
CRI R7,88.2
CRI R8,77.9
CRI R9,22.2
CRI R10,45.0
CRI R11,73.9
CRI R12,50.0
CRI R13,95.2
CRI R14,69.3
CRI R15,94.4

Spectral Data 380[nm],0.000000000000
Spectral Data 385[nm],0.000046905334
Spectral Data 390[nm],0.000329419679
Spectral Data 395[nm],0.000771316525
Spectral Data 400[nm],0.001240217709
Spectral Data 405[nm],0.001502685365
Spectral Data 410[nm],0.001434790669
Spectral Data 415[nm],0.001342598232
Spectral Data 420[nm],0.001401848975
Spectral Data 425[nm],0.002077545505
Spectral Data 430[nm],0.005234295037
Spectral Data 435[nm],0.008355023339
Spectral Data 440[nm],0.007387460209
Spectral Data 445[nm],0.004099884070
Spectral Data 450[nm],0.002653262112
Spectral Data 455[nm],0.002467812505
Spectral Data 460[nm],0.002317402977
Spectral Data 465[nm],0.002166765044
Spectral Data 470[nm],0.002070024377
Spectral Data 475[nm],0.002185627818
Spectral Data 480[nm],0.003229915863
Spectral Data 485[nm],0.005044532474
Spectral Data 490[nm],0.005600232631
Spectral Data 495[nm],0.004275054205
Spectral Data 500[nm],0.002619221341
Spectral Data 505[nm],0.001916191773
Spectral Data 510[nm],0.001218530582
Spectral Data 515[nm],0.000670124893
Spectral Data 520[nm],0.000551183359
Spectral Data 525[nm],0.001180527150
Spectral Data 530[nm],0.002711369656
Spectral Data 535[nm],0.007764914539
Spectral Data 540[nm],0.017239665613
Spectral Data 545[nm],0.022137524560
Spectral Data 550[nm],0.016773501411
Spectral Data 555[nm],0.008208263665
Spectral Data 560[nm],0.003207879607
Spectral Data 565[nm],0.001466713962
Spectral Data 570[nm],0.001610103995
Spectral Data 575[nm],0.002866225550
Spectral Data 580[nm],0.004263746552
Spectral Data 585[nm],0.005352324806
Spectral Data 590[nm],0.005945269484
Spectral Data 595[nm],0.005703786388
Spectral Data 600[nm],0.004961466882
Spectral Data 605[nm],0.009863432497
Spectral Data 610[nm],0.017838148400
Spectral Data 615[nm],0.016829604283
Spectral Data 620[nm],0.010517416522
Spectral Data 625[nm],0.007509297691
Spectral Data 630[nm],0.005082242191
Spectral Data 635[nm],0.003211817238
Spectral Data 640[nm],0.002112074988
Spectral Data 645[nm],0.001545508392
Spectral Data 650[nm],0.001311216271
Spectral Data 655[nm],0.001266746316
Spectral Data 660[nm],0.001265655621
Spectral Data 665[nm],0.001163816312
Spectral Data 670[nm],0.000795940286
Spectral Data 675[nm],0.000681815494
Spectral Data 680[nm],0.000829574303
Spectral Data 685[nm],0.000897424121
Spectral Data 690[nm],0.000807950273
Spectral Data 695[nm],0.000905576046
Spectral Data 700[nm],0.001301669050
Spectral Data 705[nm],0.001955117099
Spectral Data 710[nm],0.001976965228
Spectral Data 715[nm],0.001124454429
Spectral Data 720[nm],0.000474273460
Spectral Data 725[nm],0.000247321761
Spectral Data 730[nm],0.000158162089
Spectral Data 735[nm],0.000148852210
Spectral Data 740[nm],0.000181036783
Spectral Data 745[nm],0.000216107874
Spectral Data 750[nm],0.000214675398
Spectral Data 755[nm],0.000155178786
Spectral Data 760[nm],0.000167482154
Spectral Data 765[nm],0.000531309575
Spectral Data 770[nm],0.000482390606
Spectral Data 775[nm],0.000066829285
Spectral Data 780[nm],0.000159635805

Spectral Data 380[nm],0.000000000000
Spectral Data 381[nm],0.000000000000
Spectral Data 382[nm],0.000000000000
Spectral Data 383[nm],0.000000000000
Spectral Data 384[nm],0.000000000000
Spectral Data 385[nm],0.000003505771
Spectral Data 386[nm],0.000054947006
Spectral Data 387[nm],0.000112514273
Spectral Data 388[nm],0.000175739537
Spectral Data 389[nm],0.000244274590
Spectral Data 390[nm],0.000318222505
Spectral Data 391[nm],0.000397792552
Spectral Data 392[nm],0.000483194104
Spectral Data 393[nm],0.000574410777
Spectral Data 394[nm],0.000670205452
Spectral Data 395[nm],0.000768930302
Spectral Data 396[nm],0.000868937001
Spectral Data 397[nm],0.000968622509
Spectral Data 398[nm],0.001066740020
Spectral Data 399[nm],0.001162211527
Spectral Data 400[nm],0.001253959956
Spectral Data 401[nm],0.001340661664
Spectral Data 402[nm],0.001418470405
Spectral Data 403[nm],0.001481853426
Spectral Data 404[nm],0.001525232568
Spectral Data 405[nm],0.001543399529
Spectral Data 406[nm],0.001538012293
Spectral Data 407[nm],0.001516754739
Spectral Data 408[nm],0.001487511909
Spectral Data 409[nm],0.001458044047
Spectral Data 410[nm],0.001432036050
Spectral Data 411[nm],0.001408278942
Spectral Data 412[nm],0.001385273878
Spectral Data 413[nm],0.001361559378
Spectral Data 414[nm],0.001338327653
Spectral Data 415[nm],0.001321149408
Spectral Data 416[nm],0.001316004898
Spectral Data 417[nm],0.001328850980
Spectral Data 418[nm],0.001359971706
Spectral Data 419[nm],0.001396634034
Spectral Data 420[nm],0.001424286515
Spectral Data 421[nm],0.001428381889
Spectral Data 422[nm],0.001409597229
Spectral Data 423[nm],0.001418021740
Spectral Data 424[nm],0.001513751806
Spectral Data 425[nm],0.001756883576
Spectral Data 426[nm],0.002192980610
Spectral Data 427[nm],0.002800055780
Spectral Data 428[nm],0.003536509816
Spectral Data 429[nm],0.004360741936
Spectral Data 430[nm],0.005230937153
Spectral Data 431[nm],0.006103854626
Spectral Data 432[nm],0.006935663521
Spectral Data 433[nm],0.007682533003
Spectral Data 434[nm],0.008301160298
Spectral Data 435[nm],0.008753527887
Spectral Data 436[nm],0.009004655294
Spectral Data 437[nm],0.009019594640
Spectral Data 438[nm],0.008766972460
Spectral Data 439[nm],0.008271270432
Spectral Data 440[nm],0.007601100020
Spectral Data 441[nm],0.006826271769
Spectral Data 442[nm],0.006016258150
Spectral Data 443[nm],0.005226401612
Spectral Data 444[nm],0.004495431203
Spectral Data 445[nm],0.003861294826
Spectral Data 446[nm],0.003361615585
Spectral Data 447[nm],0.003010316985
Spectral Data 448[nm],0.002781226765
Spectral Data 449[nm],0.002644238994
Spectral Data 450[nm],0.002569254953
Spectral Data 451[nm],0.002530684229
Spectral Data 452[nm],0.002514596330
Spectral Data 453[nm],0.002508882899
Spectral Data 454[nm],0.002501435578
Spectral Data 455[nm],0.002482891781
Spectral Data 456[nm],0.002454545582
Spectral Data 457[nm],0.002420277335
Spectral Data 458[nm],0.002383966930
Spectral Data 459[nm],0.002348995302
Spectral Data 460[nm],0.002315782243
Spectral Data 461[nm],0.002283660229
Spectral Data 462[nm],0.002251960337
Spectral Data 463[nm],0.002220158931
Spectral Data 464[nm],0.002189049730
Spectral Data 465[nm],0.002160170581
Spectral Data 466[nm],0.002135070506
Spectral Data 467[nm],0.002115163486
Spectral Data 468[nm],0.002099578734
Spectral Data 469[nm],0.002085595159
Spectral Data 470[nm],0.002070441842
Spectral Data 471[nm],0.002051580464
Spectral Data 472[nm],0.002032993129
Spectral Data 473[nm],0.002026464092
Spectral Data 474[nm],0.002044285880
Spectral Data 475[nm],0.002098716330
Spectral Data 476[nm],0.002199159469
Spectral Data 477[nm],0.002350047929
Spectral Data 478[nm],0.002555315383
Spectral Data 479[nm],0.002818884794
Spectral Data 480[nm],0.003140480723
Spectral Data 481[nm],0.003509080270
Spectral Data 482[nm],0.003911941312
Spectral Data 483[nm],0.004336320795
Spectral Data 484[nm],0.004765465856
Spectral Data 485[nm],0.005167952739
Spectral Data 486[nm],0.005508347880
Spectral Data 487[nm],0.005751216784
Spectral Data 488[nm],0.005867167376
Spectral Data 489[nm],0.005863193888
Spectral Data 490[nm],0.005760141648
Spectral Data 491[nm],0.005578894168
Spectral Data 492[nm],0.005339206662
Spectral Data 493[nm],0.005050119013
Spectral Data 494[nm],0.004714468494
Spectral Data 495[nm],0.004334998783
Spectral Data 496[nm],0.003915582318
Spectral Data 497[nm],0.003479178529
Spectral Data 498[nm],0.003064643126
Spectral Data 499[nm],0.002711316571
Spectral Data 500[nm],0.002457510913
Spectral Data 501[nm],0.002306719776
Spectral Data 502[nm],0.002220605034
Spectral Data 503[nm],0.002158398740
Spectral Data 504[nm],0.002079538535
Spectral Data 505[nm],0.001961773494
Spectral Data 506[nm],0.001815590775
Spectral Data 507[nm],0.001654891763
Spectral Data 508[nm],0.001493569347
Spectral Data 509[nm],0.001341868658
Spectral Data 510[nm],0.001200421131
Spectral Data 511[nm],0.001068273443
Spectral Data 512[nm],0.000944471743
Spectral Data 513[nm],0.000828847347
Spectral Data 514[nm],0.000724238344
Spectral Data 515[nm],0.000634313095
Spectral Data 516[nm],0.000562740490
Spectral Data 517[nm],0.000512817525
Spectral Data 518[nm],0.000485494791
Spectral Data 519[nm],0.000480810064
Spectral Data 520[nm],0.000498799258
Spectral Data 521[nm],0.000540012494
Spectral Data 522[nm],0.000611008552
Spectral Data 523[nm],0.000721712771
Spectral Data 524[nm],0.000882059510
Spectral Data 525[nm],0.001100885915
Spectral Data 526[nm],0.001368475379
Spectral Data 527[nm],0.001659229165
Spectral Data 528[nm],0.001947003882
Spectral Data 529[nm],0.002207033336
Spectral Data 530[nm],0.002472216729
Spectral Data 531[nm],0.002846814692
Spectral Data 532[nm],0.003439068329
Spectral Data 533[nm],0.004356706049
Spectral Data 534[nm],0.005650308914
Spectral Data 535[nm],0.007265049964
Spectral Data 536[nm],0.009134965949
Spectral Data 537[nm],0.011194081046
Spectral Data 538[nm],0.013366546482
Spectral Data 539[nm],0.015549632721
Spectral Data 540[nm],0.017636079341
Spectral Data 541[nm],0.019518628716
Spectral Data 542[nm],0.021096225828
Spectral Data 543[nm],0.022287165746
Spectral Data 544[nm],0.023016249761
Spectral Data 545[nm],0.023208290339
Spectral Data 546[nm],0.022808190435
Spectral Data 547[nm],0.021876882762
Spectral Data 548[nm],0.020524121821
Spectral Data 549[nm],0.018860129640
Spectral Data 550[nm],0.016993848607
Spectral Data 551[nm],0.015022793785
Spectral Data 552[nm],0.013035582379
Spectral Data 553[nm],0.011120334268
Spectral Data 554[nm],0.009364413098
Spectral Data 555[nm],0.007817562670
Spectral Data 556[nm],0.006475206465
Spectral Data 557[nm],0.005328531843
Spectral Data 558[nm],0.004368722439
Spectral Data 559[nm],0.003583524842
Spectral Data 560[nm],0.002950757742
Spectral Data 561[nm],0.002446461003
Spectral Data 562[nm],0.002046674956
Spectral Data 563[nm],0.001729810145
Spectral Data 564[nm],0.001488776412
Spectral Data 565[nm],0.001321965712
Spectral Data 566[nm],0.001227780012
Spectral Data 567[nm],0.001204466214
Spectral Data 568[nm],0.001248042448
Spectral Data 569[nm],0.001352855586
Spectral Data 570[nm],0.001513212104
Spectral Data 571[nm],0.001723371912
Spectral Data 572[nm],0.001975273713
Spectral Data 573[nm],0.002257504966
Spectral Data 574[nm],0.002558392007
Spectral Data 575[nm],0.002866263036
Spectral Data 576[nm],0.003171383403
Spectral Data 577[nm],0.003469610587
Spectral Data 578[nm],0.003757804865
Spectral Data 579[nm],0.004032826051
Spectral Data 580[nm],0.004292062484
Spectral Data 581[nm],0.004536130931
Spectral Data 582[nm],0.004766868893
Spectral Data 583[nm],0.004986115266
Spectral Data 584[nm],0.005195395090
Spectral Data 585[nm],0.005391702987
Spectral Data 586[nm],0.005568635184
Spectral Data 587[nm],0.005719707813
Spectral Data 588[nm],0.005838541314
Spectral Data 589[nm],0.005924343131
Spectral Data 590[nm],0.005984399468
Spectral Data 591[nm],0.006026614457
Spectral Data 592[nm],0.006058828440
Spectral Data 593[nm],0.006076612044
Spectral Data 594[nm],0.006043990143
Spectral Data 595[nm],0.005919502582
Spectral Data 596[nm],0.005661688279
Spectral Data 597[nm],0.005253619514
Spectral Data 598[nm],0.004799508490
Spectral Data 599[nm],0.004440890625
Spectral Data 600[nm],0.004319313914
Spectral Data 601[nm],0.004566425458
Spectral Data 602[nm],0.005218493287
Spectral Data 603[nm],0.006258477457
Spectral Data 604[nm],0.007668757811
Spectral Data 605[nm],0.009428711608
Spectral Data 606[nm],0.011444739066
Spectral Data 607[nm],0.013552166522
Spectral Data 608[nm],0.015583680943
Spectral Data 609[nm],0.017371928319
Spectral Data 610[nm],0.018775807694
Spectral Data 611[nm],0.019701641053
Spectral Data 612[nm],0.020059486851
Spectral Data 613[nm],0.019759424031
Spectral Data 614[nm],0.018780164421
Spectral Data 615[nm],0.017316680402
Spectral Data 616[nm],0.015606429428
Spectral Data 617[nm],0.013886872679
Spectral Data 618[nm],0.012368321419
Spectral Data 619[nm],0.011100104079
Spectral Data 620[nm],0.010072429664
Spectral Data 621[nm],0.009275415912
Spectral Data 622[nm],0.008695714176
Spectral Data 623[nm],0.008278716356
Spectral Data 624[nm],0.007942708209
Spectral Data 625[nm],0.007605501916
Spectral Data 626[nm],0.007186861709
Spectral Data 627[nm],0.006665910129
Spectral Data 628[nm],0.006089441944
Spectral Data 629[nm],0.005507848691
Spectral Data 630[nm],0.004971396178
Spectral Data 631[nm],0.004510453437
Spectral Data 632[nm],0.004114489537
Spectral Data 633[nm],0.003767982824
Spectral Data 634[nm],0.003455410711
Spectral Data 635[nm],0.003164360533
Spectral Data 636[nm],0.002894395730
Spectral Data 637[nm],0.002647830639
Spectral Data 638[nm],0.002426979598
Spectral Data 639[nm],0.002233700827
Spectral Data 640[nm],0.002066476271
Spectral Data 641[nm],0.001922275173
Spectral Data 642[nm],0.001798059791
Spectral Data 643[nm],0.001690852456
Spectral Data 644[nm],0.001598649542
Spectral Data 645[nm],0.001520238002
Spectral Data 646[nm],0.001454427722
Spectral Data 647[nm],0.001400031033
Spectral Data 648[nm],0.001355997985
Spectral Data 649[nm],0.001321477350
Spectral Data 650[nm],0.001295633032
Spectral Data 651[nm],0.001277629286
Spectral Data 652[nm],0.001266538166
Spectral Data 653[nm],0.001261189580
Spectral Data 654[nm],0.001260373392
Spectral Data 655[nm],0.001262879814
Spectral Data 656[nm],0.001267439337
Spectral Data 657[nm],0.001272479538
Spectral Data 658[nm],0.001276332187
Spectral Data 659[nm],0.001277328702
Spectral Data 660[nm],0.001273926231
Spectral Data 661[nm],0.001265877741
Spectral Data 662[nm],0.001253700466
Spectral Data 663[nm],0.001237921882
Spectral Data 664[nm],0.001218915684
Spectral Data 665[nm],0.001193171949
Spectral Data 666[nm],0.001153088757
Spectral Data 667[nm],0.001090869191
Spectral Data 668[nm],0.000999397482
Spectral Data 669[nm],0.000882388442
Spectral Data 670[nm],0.000760328607
Spectral Data 671[nm],0.000657545053
Spectral Data 672[nm],0.000598237209
Spectral Data 673[nm],0.000592583849
Spectral Data 674[nm],0.000624270353
Spectral Data 675[nm],0.000674038602
Spectral Data 676[nm],0.000722702476
Spectral Data 677[nm],0.000758808746
Spectral Data 678[nm],0.000785506621
Spectral Data 679[nm],0.000807572796
Spectral Data 680[nm],0.000829762081
Spectral Data 681[nm],0.000854238751
Spectral Data 682[nm],0.000878381135
Spectral Data 683[nm],0.000899066275
Spectral Data 684[nm],0.000913176744
Spectral Data 685[nm],0.000918154838
Spectral Data 686[nm],0.000912472024
Spectral Data 687[nm],0.000894710189
Spectral Data 688[nm],0.000863497029
Spectral Data 689[nm],0.000822048809
Spectral Data 690[nm],0.000782017771
Spectral Data 691[nm],0.000755962450
Spectral Data 692[nm],0.000756361289
Spectral Data 693[nm],0.000787693833
Spectral Data 694[nm],0.000839732471
Spectral Data 695[nm],0.000900669955
Spectral Data 696[nm],0.000958799152
Spectral Data 697[nm],0.001010606298
Spectral Data 698[nm],0.001067537349
Spectral Data 699[nm],0.001142703462
Spectral Data 700[nm],0.001249121618
Spectral Data 701[nm],0.001390306279
Spectral Data 702[nm],0.001552720787
Spectral Data 703[nm],0.001721087610
Spectral Data 704[nm],0.001880339696
Spectral Data 705[nm],0.002017559484
Spectral Data 706[nm],0.002122700680
Spectral Data 707[nm],0.002186581725
Spectral Data 708[nm],0.002200252376
Spectral Data 709[nm],0.002159318887
Spectral Data 710[nm],0.002067101654
Spectral Data 711[nm],0.001928900601
Spectral Data 712[nm],0.001750015072
Spectral Data 713[nm],0.001537917997
Spectral Data 714[nm],0.001309593441
Spectral Data 715[nm],0.001084627816
Spectral Data 716[nm],0.000882607419
Spectral Data 717[nm],0.000721235410
Spectral Data 718[nm],0.000600677100
Spectral Data 719[nm],0.000511559949
Spectral Data 720[nm],0.000444416102
Spectral Data 721[nm],0.000389948196
Spectral Data 722[nm],0.000342972053
Spectral Data 723[nm],0.000302525732
Spectral Data 724[nm],0.000267839612
Spectral Data 725[nm],0.000238145556
Spectral Data 726[nm],0.000212859610
Spectral Data 727[nm],0.000191755476
Spectral Data 728[nm],0.000174647925
Spectral Data 729[nm],0.000161351752
Spectral Data 730[nm],0.000151654502
Spectral Data 731[nm],0.000145238024
Spectral Data 732[nm],0.000141758574
Spectral Data 733[nm],0.000140872362
Spectral Data 734[nm],0.000142239398
Spectral Data 735[nm],0.000145550599
Spectral Data 736[nm],0.000150511885
Spectral Data 737[nm],0.000156829279
Spectral Data 738[nm],0.000164207857
Spectral Data 739[nm],0.000172332337
Spectral Data 740[nm],0.000180868796
Spectral Data 741[nm],0.000189482555
Spectral Data 742[nm],0.000197839399
Spectral Data 743[nm],0.000205643722
Spectral Data 744[nm],0.000212667088
Spectral Data 745[nm],0.000218687841
Spectral Data 746[nm],0.000223484283
Spectral Data 747[nm],0.000226755437
Spectral Data 748[nm],0.000227927158
Spectral Data 749[nm],0.000226366581
Spectral Data 750[nm],0.000221440801
Spectral Data 751[nm],0.000212652623
Spectral Data 752[nm],0.000200475988
Spectral Data 753[nm],0.000185808050
Spectral Data 754[nm],0.000169547711
Spectral Data 755[nm],0.000152633438
Spectral Data 756[nm],0.000136671501
Spectral Data 757[nm],0.000123824488
Spectral Data 758[nm],0.000116271913
Spectral Data 759[nm],0.000116227187
Spectral Data 760[nm],0.000127987922
Spectral Data 761[nm],0.000159110830
Spectral Data 762[nm],0.000217436405
Spectral Data 763[nm],0.000310800504
Spectral Data 764[nm],0.000438712304
Spectral Data 765[nm],0.000575201237
Spectral Data 766[nm],0.000689441920
Spectral Data 767[nm],0.000750608800
Spectral Data 768[nm],0.000733573921
Spectral Data 769[nm],0.000648981892
Spectral Data 770[nm],0.000521423412
Spectral Data 771[nm],0.000375524629
Spectral Data 772[nm],0.000235220417
Spectral Data 773[nm],0.000115701332
Spectral Data 774[nm],0.000025729823
Spectral Data 775[nm],0.000000000000
Spectral Data 776[nm],0.000000000000
Spectral Data 777[nm],0.000009358806
Spectral Data 778[nm],0.000083886865
Spectral Data 779[nm],0.000178880844
Spectral Data 780[nm],0.000281073793
