CRI Ra,98.1
CRI R1,98.2
CRI R2,99.1
CRI R3,98.9
CRI R4,97.1
CRI R5,98.1
CRI R6,99.4
CRI R7,98.0
CRI R8,96.0
CRI R9,88.9
CRI R10,98.4
CRI R11,97.3
CRI R12,97.5
CRI R13,98.3
CRI R14,99.4
CRI R15,96.8
