couleur : vert
angle source :0
angle capteur :30
source : 2700K
FLMT02171_1:101		
194,658	-571,28	
194,923	-571,28	
195,188	-571,28	
195,453	-553,74	
195,717	-3,07	
195,982	142,49	
196,247	-25,87	
196,512	-124,08	
196,777	-13,59	
197,042	-22,36	
197,307	107,42	
197,572	65,33	
197,837	-25,87	
198,101	-55,68	
198,366	-13,59	
198,631	19,73	
198,896	-53,93	
199,161	202,12	
199,425	-45,16	
199,69	116,18	
199,955	-20,61	
200,22	51,3	
200,484	-227,55	
200,749	-60,94	
201,014	9,21	
201,278	-115,31	
201,543	195,1	
201,807	-78,48	
202,072	191,59	
202,337	131,97	
202,601	51,3	
202,866	-108,29	
203,13	-97,77	
203,395	-25,87	
203,659	165,29	
203,924	-4,82	
204,189	2,19	
204,453	-17,1	
204,717	-67,96	
204,982	89,88	
205,246	51,3	
205,511	146	
205,775	5,7	
206,04	96,89	
206,304	-48,67	
206,568	9,21	
206,833	-118,81	
207,097	-55,68	
207,361	3,95	
207,626	-73,22	
207,89	5,7	
208,154	-62,7	
208,419	81,11	
208,683	-85,49	
208,947	131,97	
209,211	161,78	
209,476	98,65	
209,74	37,27	
210,004	302,08	
210,268	147,75	
210,532	238,95	
210,796	53,05	
211,061	-85,49	
211,325	39,02	
211,589	161,78	
211,853	207,38	
212,117	-57,43	
212,381	172,3	
212,645	-36,39	
212,909	84,62	
213,173	188,09	
213,437	-101,28	
213,701	160,03	
213,965	137,23	
214,229	105,66	
214,493	91,63	
214,757	47,79	
215,021	-31,13	
215,285	117,94	
215,549	-199,49	
215,813	7,45	
216,077	49,54	
216,34	128,46	
216,604	67,08	
216,868	-1,32	
217,132	-101,28	
217,396	81,11	
217,659	79,36	
217,923	219,65	
218,187	-66,2	
218,451	100,4	
218,714	33,76	
218,978	79,36	
219,242	261,74	
219,505	195,1	
219,769	-53,93	
220,033	123,2	
220,296	167,04	
220,56	58,31	
220,824	60,07	
221,087	89,88	
221,351	-4,82	
221,614	3,95	
221,878	-99,52	
222,142	19,73	
222,405	67,08	
222,669	-50,42	
222,932	5,7	
223,196	161,78	
223,459	137,23	
223,722	5,7	
223,986	-27,62	
224,249	154,77	
224,513	74,09	
224,776	-64,45	
225,04	56,56	
225,303	-76,73	
225,566	119,69	
225,83	188,09	
226,093	63,57	
226,356	-48,67	
226,62	252,98	
226,883	-76,73	
227,146	-83,74	
227,409	-27,62	
227,673	274,02	
227,936	-122,32	
228,199	133,72	
228,462	126,71	
228,725	49,54	
228,989	95,14	
229,252	51,3	
229,515	70,59	
229,778	126,71	
230,041	67,08	
230,304	-81,99	
230,567	-15,35	
230,83	42,53	
231,093	102,15	
231,356	19,73	
231,619	26,74	
231,882	-90,76	
232,145	77,6	
232,408	-78,48	
232,671	56,56	
232,934	-76,73	
233,197	91,63	
233,46	288,05	
233,723	3,95	
233,986	105,66	
234,249	-167,92	
234,512	81,11	
234,775	74,09	
235,037	86,37	
235,3	21,48	
235,563	480,96	
235,826	40,77	
236,089	58,31	
236,351	-8,33	
236,614	109,17	
236,877	89,88	
237,14	21,48	
237,402	-8,33	
237,665	88,12	
237,928	54,8	
238,19	-41,65	
238,453	77,6	
238,716	238,95	
238,978	19,73	
239,241	63,57	
239,503	17,98	
239,766	70,59	
240,029	63,57	
240,291	-20,61	
240,554	116,18	
240,816	100,4	
241,079	95,14	
241,341	14,47	
241,604	-136,35	
241,866	-4,82	
242,129	-46,91	
242,391	107,42	
242,653	53,05	
242,916	68,83	
243,178	37,27	
243,441	79,36	
243,703	33,76	
243,965	-22,36	
244,228	298,57	
244,49	-50,42	
244,752	26,74	
245,015	-6,58	
245,277	-17,1	
245,539	-92,51	
245,801	-83,74	
246,064	81,11	
246,326	158,27	
246,588	-46,91	
246,85	221,41	
247,112	-59,19	
247,374	131,97	
247,637	-29,37	
247,899	-110,05	
248,161	54,8	
248,423	12,71	
248,685	249,47	
248,947	56,56	
249,209	138,98	
249,471	0,44	
249,733	-94,26	
249,995	-29,37	
250,257	-48,67	
250,519	105,66	
250,781	179,32	
251,043	93,39	
251,305	84,62	
251,567	238,95	
251,829	-27,62	
252,091	100,4	
252,353	-103,03	
252,615	91,63	
252,876	42,53	
253,138	3,95	
253,4	30,25	
253,662	-43,4	
253,924	-210,01	
254,185	77,6	
254,447	19,73	
254,709	153,01	
254,971	49,54	
255,232	88,12	
255,494	207,38	
255,756	-27,62	
256,017	-76,73	
256,279	-164,41	
256,541	-4,82	
256,802	65,33	
257,064	7,45	
257,326	-73,22	
257,587	128,46	
257,849	163,53	
258,11	58,31	
258,372	56,56	
258,633	44,28	
258,895	230,18	
259,156	240,7	
259,418	54,8	
259,679	130,21	
259,941	72,34	
260,202	77,6	
260,464	-22,36	
260,725	112,68	
260,987	135,48	
261,248	-18,85	
261,509	63,57	
261,771	32,01	
262,032	35,51	
262,293	100,4	
262,555	93,39	
262,816	193,35	
263,077	-50,42	
263,338	-13,59	
263,6	-67,96	
263,861	-64,45	
264,122	114,43	
264,383	28,5	
264,645	-52,17	
264,906	93,39	
265,167	-59,19	
265,428	-11,84	
265,689	0,44	
265,95	195,1	
266,211	51,3	
266,473	-74,97	
266,734	30,25	
266,995	39,02	
267,256	0,44	
267,517	54,8	
267,778	23,24	
268,039	23,24	
268,3	153,01	
268,561	109,17	
268,822	-59,19	
269,083	107,42	
269,344	-43,4	
269,604	98,65	
269,865	-124,08	
270,126	93,39	
270,387	37,27	
270,648	-139,86	
270,909	-129,34	
271,17	124,95	
271,43	198,61	
271,691	58,31	
271,952	7,45	
272,213	-39,9	
272,473	-87,25	
272,734	146	
272,995	-110,05	
273,256	-108,29	
273,516	-8,33	
273,777	23,24	
274,038	7,45	
274,298	138,98	
274,559	47,79	
274,82	-45,16	
275,08	-39,9	
275,341	-150,38	
275,601	-160,9	
275,862	3,95	
276,122	121,45	
276,383	2,19	
276,643	124,95	
276,904	158,27	
277,164	135,48	
277,425	237,19	
277,685	-43,4	
277,946	84,62	
278,206	-92,51	
278,467	54,8	
278,727	267	
278,987	-6,58	
279,248	147,75	
279,508	35,51	
279,768	24,99	
280,029	-27,62	
280,289	-17,1	
280,549	-10,08	
280,81	88,12	
281,07	156,52	
281,33	-101,28	
281,59	195,1	
281,851	-8,33	
282,111	23,24	
282,371	163,53	
282,631	-8,33	
282,891	-20,61	
283,151	-62,7	
283,412	30,25	
283,672	37,27	
283,932	168,8	
284,192	-132,84	
284,452	-55,68	
284,712	26,74	
284,972	-22,36	
285,232	302,08	
285,492	-59,19	
285,752	175,81	
286,012	-24,11	
286,272	-139,86	
286,532	116,18	
286,792	75,85	
287,052	-48,67	
287,312	-18,85	
287,571	-3,07	
287,831	47,79	
288,091	109,17	
288,351	-118,81	
288,611	-145,12	
288,871	-67,96	
289,13	10,96	
289,39	128,46	
289,65	28,5	
289,91	430,1	
290,17	219,65	
290,429	-22,36	
290,689	68,83	
290,949	56,56	
291,208	-4,82	
291,468	-36,39	
291,728	10,96	
291,987	-94,26	
292,247	-31,13	
292,506	331,89	
292,766	49,54	
293,026	-22,36	
293,285	-4,82	
293,545	103,91	
293,804	-50,42	
294,064	186,33	
294,323	-3,07	
294,583	-57,43	
294,842	-136,35	
295,102	42,53	
295,361	219,65	
295,621	117,94	
295,88	133,72	
296,139	12,71	
296,399	46,04	
296,658	107,42	
296,917	-136,35	
297,177	63,57	
297,436	256,48	
297,695	103,91	
297,955	135,48	
298,214	-57,43	
298,473	32,01	
298,732	30,25	
298,992	126,71	
299,251	5,7	
299,51	42,53	
299,769	110,92	
300,028	-131,09	
300,287	35,51	
300,547	-111,8	
300,806	130,21	
301,065	-178,44	
301,324	37,27	
301,583	-27,62	
301,842	165,29	
302,101	72,34	
302,36	135,48	
302,619	79,36	
302,878	95,14	
303,137	61,82	
303,396	-166,17	
303,655	72,34	
303,914	128,46	
304,173	16,22	
304,432	63,57	
304,691	-113,55	
304,95	79,36	
305,208	86,37	
305,467	-29,37	
305,726	-143,37	
305,985	0,44	
306,244	47,79	
306,503	61,82	
306,761	102,15	
