380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,2.3525
390,3.955
391,3.6225
392,4.9825
393,12.9975
394,22.0825
395,25.765
396,20.33
397,16.61
398,16.34
399,14.74
400,8.807500000000001
401,3.31
402,0.0
403,0.0
404,0.0
405,1.9125
406,5.08
407,5.342499999999999
408,3.4525
409,5.0425
410,13.785
411,14.7975
412,13.8775
413,10.5875
414,6.07
415,7.8325
416,12.1875
417,12.49
418,14.5825
419,19.3375
420,17.9925
421,17.935000000000002
422,16.8775
423,17.752499999999998
424,20.445
425,18.49
426,17.7925
427,11.8575
428,12.6425
429,17.025
430,18.925
431,20.495
432,20.7225
433,27.07
434,27.2575
435,33.2425
436,34.3625
437,37.230000000000004
438,41.0
439,38.195
440,43.785
441,48.9225
442,55.61
443,61.3125
444,71.4
445,76.99000000000001
446,85.475
447,95.38
448,101.2675
449,107.005
450,116.26
451,126.9875
452,135.55
453,145.73
454,151.6075
455,159.57999999999998
456,163.885
457,167.51999999999998
458,168.55
459,167.5275
460,164.9425
461,166.205
462,163.51
463,157.985
464,155.3975
465,152.91750000000002
466,152.9375
467,147.42
468,143.7025
469,136.7375
470,134.82999999999998
471,135.4375
472,133.38
473,129.7425
474,127.0175
475,123.4825
476,122.4925
477,125.2125
478,125.9625
479,122.3075
480,120.67
481,120.435
482,123.8575
483,127.7175
484,130.815
485,132.108
486,136.655
487,144.2525
488,145.6825
489,143.8025
490,142.5325
491,142.82999999999998
492,145.39
493,146.745
494,142.235
495,139.39749999999998
496,148.81
497,158.6125
498,162.89499999999998
499,167.97
500,169.945
501,173.65
502,176.78
503,178.41199999999998
504,175.8025
505,177.7
506,180.03
507,172.925
508,172.6125
509,174.785
510,176.84
511,180.195
512,176.185
513,171.58499999999998
514,169.025
515,170.46
516,171.02249999999998
517,165.42000000000002
518,160.61
519,156.95499999999998
520,157.1675
521,158.43
522,160.1325
523,159.755
524,159.4425
525,159.3425
526,161.4875
527,160.7425
528,158.2825
529,158.19400000000002
530,154.435
531,151.0575
532,150.665
533,142.405
534,140.08499999999998
535,139.98
536,139.17000000000002
537,136.815
538,134.32
539,130.88600000000002
540,135.4125
541,142.14
542,140.825
543,140.4925
544,135.3725
545,131.8325
546,132.8525
547,129.442
548,123.07
549,115.8775
550,111.5575
551,108.6425
552,105.785
553,104.62
554,100.405
555,94.585
556,88.452
557,83.51
558,81.1825
559,81.26
560,80.2925
561,76.15
562,76.195
563,74.72999999999999
564,73.1075
565,74.3325
566,75.435
567,75.725
568,78.63
569,76.775
570,78.88399999999999
571,84.60249999999999
572,86.3825
573,84.0275
574,78.1675
575,73.3275
576,70.5325
577,77.204
578,74.6125
579,72.19
580,64.63
581,64.19
582,64.08
583,69.34400000000001
584,62.92
585,62.16
586,60.4825
587,60.325
588,60.292500000000004
589,59.958000000000006
590,55.8625
591,57.667500000000004
592,61.0175
593,58.615
594,60.1625
595,62.824
596,70.7575
597,70.64
598,71.6025
599,66.4825
600,70.86999999999999
601,72.8475
602,73.7675
603,70.64
604,71.7575
605,74.7125
606,72.3
607,61.334999999999994
608,59.015
609,57.14
610,53.9375
611,47.966
612,42.9875
613,40.4225
614,41.66
615,43.556
616,41.4075
617,40.3925
618,36.335
619,35.8225
620,33.025999999999996
621,30.725
622,29.075
623,26.585
624,25.122500000000002
625,30.645999999999997
626,31.405
627,31.630000000000003
628,29.2825
629,27.918
630,25.9925
631,22.5475
632,17.697499999999998
633,15.940000000000001
634,15.086000000000002
635,18.595
636,18.2625
637,17.425
638,17.198
639,17.8825
640,19.125
641,22.9925
642,18.258000000000003
643,13.195
644,15.965
645,17.517500000000002
646,17.526
647,14.7025
648,11.254999999999999
649,16.345
650,17.586000000000002
651,15.295
652,15.8375
653,17.4275
654,14.553999999999998
655,9.735
656,11.3425
657,19.465
658,21.636000000000003
659,15.935
660,6.3225
661,0.382
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,1.16
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.39
699,2.5300000000000002
700,3.4275
701,4.42
702,7.0475
703,6.3275
704,1.9920000000000002
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
