Longueur d'onde (nm),Valeurs
493,0.007366745267
494,0.007503422908
495,0.007670486812
496,0.007867693901
497,0.008094252087
498,0.008348909207
499,0.008630400524
500,0.008937450126
501,0.009268829599
502,0.009623388760
503,0.009999958798
504,0.010397371836
505,0.010814087465
506,0.011247874238
507,0.011696440168
508,0.012157496065
509,0.012628966942
510,0.013109378517
511,0.013597345911
512,0.014091482386
513,0.014590517618
514,0.015093635768
515,0.015600143932
516,0.016109349206
517,0.016620492563
518,0.017132410780
519,0.017643783242
520,0.018153289333
521,0.018659679219
522,0.019162399694
523,0.019661292434
524,0.020156208426
525,0.020646978170
526,0.021133214235
527,0.021614328027
528,0.022089723498
529,0.022558834404
530,0.023022074252
531,0.023481072858
532,0.023937530816
533,0.024393146858
534,0.024849042296
535,0.025305278599
536,0.025761801749
537,0.026218563318
538,0.026675395668
539,0.027131825686
540,0.027587326244
541,0.028041372076
542,0.028493598104
543,0.028944311664
544,0.029393993318
545,0.029843125492
546,0.030292298645
547,0.030744090676
548,0.031201671809
549,0.031668182462
550,0.032146595418
551,0.032637681812
552,0.033140551299
553,0.033654272556
554,0.034177903086
555,0.034710682929
556,0.035252097994
557,0.035801652819
558,0.036358851939
559,0.036924064159
560,0.037500131875
561,0.038090337068
562,0.038697969168
563,0.039325762540
564,0.039973106235
565,0.040638115257
566,0.041318904608
567,0.042013522238
568,0.042719073594
569,0.043431967497
570,0.044148582965
571,0.044865332544
572,0.045579727739
573,0.046290889382
574,0.046998064965
575,0.047700490803
576,0.048397265375
577,0.049087069929
578,0.049768503755
579,0.050440173596
580,0.051100708544
581,0.051748920232
582,0.052383691072
583,0.053003907204
584,0.053608193994
585,0.054191607982
586,0.054746519774
587,0.055265236646
588,0.055740065873
589,0.056167248636
590,0.056548837572
591,0.056887194514
592,0.057184696198
593,0.057445090264
594,0.057675808668
595,0.057884871960
596,0.058080308139
597,0.058268319815
598,0.058446139097
599,0.058608230203
600,0.058749064803
601,0.058863371611
602,0.058948475868
603,0.059003151953
604,0.059026185423
605,0.059016309679
606,0.058969832957
607,0.058880701661
608,0.058742821217
609,0.058550141752
610,0.058301333338
611,0.058003354818
612,0.057663954794
613,0.057290885597
614,0.056891575456
615,0.056472413242
616,0.056039601564
617,0.055599324405
618,0.055156346411
619,0.054706934839
620,0.054244235158
621,0.053761389107
622,0.053251773119
623,0.052711542696
624,0.052138697356
625,0.051531251520
626,0.050887394696
627,0.050210189074
628,0.049508236349
629,0.048790451139
630,0.048065755516
631,0.047342412174
632,0.046627275646
633,0.045927077532
634,0.045248534530
635,0.044594075531
636,0.043949488550
637,0.043296761811
638,0.042617887259
639,0.041897874326
640,0.041144084185
641,0.040373895317
642,0.039604730904
643,0.038853272796
644,0.038124024868
645,0.037411615252
646,0.036710392684
647,0.036014717072
648,0.035319641232
649,0.034621208906
650,0.033915549517
651,0.033198788762
652,0.032470144331
653,0.031737025827
654,0.031008170918
655,0.030292317271
656,0.029596360400
657,0.028917802498
658,0.028251165524
659,0.027590967715
660,0.026932213455
661,0.026274923235
662,0.025622064248
663,0.024976648390
664,0.024341637269
665,0.023718697950
666,0.023108145222
667,0.022510226816
668,0.021925237030
669,0.021352831274
670,0.020791126415
671,0.020238246769
672,0.019692329690
673,0.019153136760
674,0.018623489887
675,0.018106551841
676,0.017605477944
677,0.017121788114
678,0.016653897241
679,0.016199881211
680,0.015757830814
681,0.015327245928
682,0.014910288155
683,0.014509372413
684,0.014126883820
685,0.013761950657
686,0.013407719322
687,0.013056693599
688,0.012701427564
689,0.012339648791
690,0.011978594586
691,0.011626522057
692,0.011291644536
693,0.010977632366
694,0.010679798201
695,0.010392561555
696,0.010110371746
697,0.009830539115
698,0.009555588476
699,0.009288623929
700,0.009032727219
701,0.008788827807
702,0.008553998545
703,0.008324913681
704,0.008098248392
705,0.007872193120
706,0.007647730410
707,0.007426084951
708,0.007208430674
709,0.006995738950
710,0.006789072882
711,0.006589272991
712,0.006397177931
713,0.006213215180
714,0.006036005449
715,0.005863676313
716,0.005694353953
717,0.005526373629
718,0.005360004958
719,0.005196569953
720,0.005037400872
721,0.004883815069
722,0.004736748524
723,0.004596745595
724,0.004464334343
725,0.004340036772
726,0.004223821685
727,0.004114578478
728,0.004011074547
729,0.003912076820
730,0.003816799261
731,0.003726192750
732,0.003641629592
733,0.003564482089
734,0.003495889716
735,0.003435096471
736,0.003380422713
737,0.003330182750
738,0.003282734193
739,0.003237313125
740,0.003193967976
741,0.003152777208
742,0.003113814397
743,0.003076758469
744,0.003040601034
745,0.003004263621
746,0.002966668690
747,0.002927290276
748,0.002887502778
749,0.002849090146
750,0.002813835628
751,0.002782611642
752,0.002749766922
753,0.002706807572
754,0.002645227825
755,0.002557279775
756,0.002448022831
757,0.002333182376
758,0.002228809521
759,0.002150825458
760,0.002107173670
761,0.002093322575
762,0.002103654901
763,0.002132551977
764,0.002172816079
765,0.002212416381
766,0.002238400746
767,0.002237817505
768,0.002201234689
769,0.002140895464
770,0.002077563200
771,0.002032032702
772,0.002023131354
773,0.002041121013
774,0.002055471996
775,0.002035235520
776,0.001950223814
777,0.001803673222
778,0.001644588076
779,0.001525280299
780,0.001497998717
