Longueur d'onde (nm),Valeurs
380,0.000000000000
381,0.000000000000
382,0.000000000000
383,0.000000000000
384,0.000000000000
385,0.000000000000
386,0.000000000000
387,0.000000000000
388,0.000000000000
389,0.000000000000
390,0.000000000000
391,0.000000000000
392,0.000000000000
393,0.000000000000
394,0.000000000000
395,0.000000000000
396,0.000000000000
397,0.000000000000
398,0.000000000000
399,0.000000000000
400,0.000000000000
401,0.000000000000
402,0.000000000000
403,0.000000000000
404,0.000000000000
405,0.000000000000
406,0.000000000000
407,0.000000000000
408,0.000000000000
409,0.000000000000
410,0.000000000000
411,0.000000000000
412,0.000000000000
413,0.000000000000
414,0.000014558162
415,0.000067782363
416,0.000128935018
417,0.000199584378
418,0.000281104993
419,0.000374426891
420,0.000480418094
421,0.000599946477
422,0.000733715831
423,0.000881897053
424,0.001044553239
425,0.001221747487
426,0.001413892722
427,0.001623028191
428,0.001851665787
429,0.002102316823
430,0.002377408789
431,0.002678799909
432,0.003008114640
433,0.003366976511
434,0.003756973427
435,0.004179334268
436,0.004635082558
437,0.005125237629
438,0.005650585983
439,0.006209148094
440,0.006796727423
441,0.007409027778
442,0.008041730151
443,0.008689853363
444,0.009347655810
445,0.010009341873
446,0.010669129901
447,0.011320682243
448,0.011956644244
449,0.012569613755
450,0.013152174652
451,0.013697624207
452,0.014201357961
453,0.014659006149
454,0.015066198073
455,0.015418576077
456,0.015711829066
457,0.015941653401
458,0.016103751957
459,0.016194686294
460,0.016215438023
461,0.016168735921
462,0.016057329252
463,0.015884291381
464,0.015656251460
465,0.015381778590
466,0.015069457702
467,0.014727852307
468,0.014365394600
469,0.013990398496
470,0.013611171395
471,0.013236002997
472,0.012871925719
473,0.012524433434
474,0.012198965997
475,0.011900931597
476,0.011633271351
477,0.011394632049
478,0.011183231138
479,0.010997276753
480,0.010835614987
481,0.010698853992
482,0.010587833822
483,0.010503391735
484,0.010446033441
485,0.010414706543
486,0.010408028029
487,0.010424610227
488,0.010463132523
489,0.010522880591
490,0.010603331961
491,0.010703961365
492,0.010824124329
493,0.010961897671
494,0.011114631779
495,0.011279673316
496,0.011454435065
497,0.011637446471
498,0.011828168295
499,0.012026087381
500,0.012230695225
501,0.012441663072
502,0.012658888474
503,0.012882273644
504,0.013111715205
505,0.013346455991
506,0.013584585860
507,0.013824068010
508,0.014062866569
509,0.014299709350
510,0.014535352588
511,0.014770878479
512,0.015007372014
513,0.015245566145
514,0.015484778211
515,0.015723953024
516,0.015962040052
517,0.016198014840
518,0.016431050375
519,0.016660397872
520,0.016885308549
521,0.017105078325
522,0.017319396138
523,0.017528180033
524,0.017731357366
525,0.017928881571
526,0.018121283501
527,0.018309578300
528,0.018494796008
529,0.018677949905
530,0.018859488890
531,0.019039146602
532,0.019216621295
533,0.019391609356
534,0.019564062357
535,0.019734388217
536,0.019903041422
537,0.020070480183
538,0.020236916840
539,0.020401896909
540,0.020564859733
541,0.020725235343
542,0.020882613957
543,0.021037189290
544,0.021189315245
545,0.021339345723
546,0.021487714723
547,0.021635942161
548,0.021785886958
549,0.021939398721
550,0.022098230198
551,0.022262878716
552,0.022432895377
553,0.022607801482
554,0.022787114605
555,0.022970283404
556,0.023156637326
557,0.023345502093
558,0.023536205292
559,0.023728616536
560,0.023924188688
561,0.024124657735
562,0.024331757799
563,0.024546897039
564,0.024769471958
565,0.024998124689
566,0.025231495500
567,0.025468235835
568,0.025707228109
569,0.025947518647
570,0.026188159361
571,0.026428207755
572,0.026666888967
573,0.026903674006
574,0.027138048783
575,0.027369504794
576,0.027597535402
577,0.027821647003
578,0.028041351587
579,0.028256155550
580,0.028465561569
581,0.028669023886
582,0.028865976259
583,0.029055852443
584,0.029237981886
585,0.029410131276
586,0.029568910599
587,0.029710894451
588,0.029832670465
589,0.029932746664
590,0.030012469739
591,0.030073352158
592,0.030116904527
593,0.030145399272
594,0.030163088813
595,0.030174564570
596,0.030184406787
597,0.030196178705
598,0.030208369717
599,0.030217906460
600,0.030221717432
601,0.030216844752
602,0.030201457441
603,0.030174348503
604,0.030134314671
605,0.030080150813
606,0.030009888113
607,0.029920827597
608,0.029810262844
609,0.029675504193
610,0.029515892267
611,0.029334332794
612,0.029134066775
613,0.028918340802
614,0.028690317646
615,0.028452910483
616,0.028208974749
617,0.027961377054
618,0.027712421492
619,0.027461133897
620,0.027205336839
621,0.026942851022
622,0.026671517640
623,0.026389455423
624,0.026094965637
625,0.025786351413
626,0.025461999699
627,0.025122804567
628,0.024772506207
629,0.024415004998
630,0.024054205045
631,0.023694142699
632,0.023339057341
633,0.022993240505
634,0.022660991177
635,0.022344162688
636,0.022035216913
637,0.021724460647
638,0.021402195096
639,0.021060280502
640,0.020702021196
641,0.020335862413
642,0.019970273599
643,0.019613349810
644,0.019267143682
645,0.018928810954
646,0.018595365807
647,0.018263831735
648,0.017931759357
649,0.017597461119
650,0.017259310931
651,0.016915682703
652,0.016566352919
653,0.016214812174
654,0.015865154564
655,0.015521475114
656,0.015186980367
657,0.014860344119
658,0.014538805000
659,0.014219597913
660,0.013900209218
661,0.013580701314
662,0.013262654655
663,0.012947670184
664,0.012637320906
665,0.012332472950
666,0.012033249252
667,0.011739737354
668,0.011452012695
669,0.011169615202
670,0.010891091079
671,0.010614861734
672,0.010339361615
673,0.010064434260
674,0.009792587720
675,0.009526625276
676,0.009269337170
677,0.009021987207
678,0.008782950230
679,0.008550279774
680,0.008322041482
681,0.008097563870
682,0.007878528908
683,0.007666858379
684,0.007464454975
685,0.007271405309
686,0.007084460463
687,0.006900011562
688,0.006714475341
689,0.006526633166
690,0.006339620333
691,0.006157038733
692,0.005982471630
693,0.005817513447
694,0.005660108291
695,0.005507806782
696,0.005358177703
697,0.005210220348
698,0.005065539852
699,0.004926034715
700,0.004793587606
701,0.004668719135
702,0.004549512174
703,0.004433797672
704,0.004319409840
705,0.004205052741
706,0.004091012757
707,0.003977724351
708,0.003865591018
709,0.003755100537
710,0.003647260601
711,0.003542996943
712,0.003443235066
713,0.003348514438
714,0.003257682081
715,0.003169122385
716,0.003081219271
717,0.002992514754
718,0.002903015586
719,0.002813526662
720,0.002724860096
721,0.002637838479
722,0.002553533530
723,0.002473272616
724,0.002398394281
725,0.002330230549
726,0.002269230783
727,0.002214130713
728,0.002163470257
729,0.002115788171
730,0.002069939161
731,0.002026001224
732,0.001984348986
733,0.001945357304
734,0.001909335027
735,0.001876054564
736,0.001845027087
737,0.001815761905
738,0.001787776942
739,0.001760762301
740,0.001734567573
741,0.001709048287
742,0.001684059622
743,0.001659441274
744,0.001635005348
745,0.001610561390
746,0.001585918944
747,0.001560856123
748,0.001535043353
749,0.001508127898
750,0.001479756902
751,0.001449639210
752,0.001417924417
753,0.001384954201
754,0.001351070823
755,0.001316607348
756,0.001281734905
