Wavelength,Coef
670.0,-0.27
671.0,-0.585
672.0,0.584
673.0,2.1875
674.0,2.1525
675.0,-2.85
676.0,-2.7199999999999998
677.0,-3.8175000000000003
678.0,-3.48
679.0,-4.086
680.0,-6.1575
681.0,-4.5175
682.0,2.0740000000000003
683.0,3.1475
684.0,9.14
685.0,9.986
686.0,11.2375
687.0,10.325
688.0,10.148
689.0,9.5575
690.0,7.715
691.0,1.7949999999999997
692.0,-0.07200000000000006
693.0,-3.6275000000000004
694.0,-5.220000000000001
695.0,-7.575999999999999
696.0,-10.7375
697.0,-2.0225
698.0,1.1320000000000001
699.0,3.76
700.0,5.2775
701.0,8.986
702.0,13.195
703.0,14.985
704.0,11.296
705.0,9.595
706.0,6.8025
707.0,4.508
708.0,-0.4125
709.0,-5.38
710.0,-7.8875
711.0,-11.297500000000001
712.0,-10.57
713.0,-12.36
714.0,-10.585
715.0,-10.358
716.0,-9.1675
717.0,-7.647500000000001
718.0,-5.786
719.0,-9.4775
720.0,-12.290000000000001
721.0,-17.216
722.0,-19.0225
723.0,-13.356
724.0,-14.6875
725.0,-12.614999999999998
726.0,-16.16
727.0,-15.305
728.0,-13.7925
729.0,-12.148
730.0,-16.82
731.0,-20.498
732.0,-22.534999999999997
733.0,-20.387500000000003
734.0,-12.290000000000001
735.0,-6.82
736.0,-6.034
737.0,-8.774999999999999
738.0,-7.35
739.0,-7.037999999999999
740.0,-4.3975
741.0,-11.148
742.0,-15.155000000000001
743.0,-19.272499999999997
744.0,-15.984
745.0,-11.427500000000002
746.0,-7.2780000000000005
747.0,-2.7725
748.0,-0.9
749.0,-1.348
750.0,1.98
751.0,1.028
752.0,-0.845
753.0,-4.468
754.0,-7.7375
755.0,-7.78
756.0,-8.608
757.0,-12.2575
758.0,-10.430000000000001
759.0,-9.982499999999998
760.0,-8.748
761.0,-7.114999999999999
762.0,-6.744999999999999
763.0,-2.904
764.0,-0.485
765.0,-3.2300000000000004
766.0,-3.97
767.0,-7.206
768.0,-11.3975
769.0,-11.626000000000001
770.0,-11.849999999999998
771.0,-11.13
772.0,-11.584
773.0,-13.54
774.0,-13.580000000000002
775.0,-11.3275
776.0,-10.219999999999999
777.0,-11.9275
778.0,-11.724
779.0,-9.879999999999999
780.0,-10.668000000000001
